5,ちんぽにゃー
5,ツモ次第
5,字牌ドラ
5,ダブドラの
5,ダブ東の
5,山4の
5,降りれない
5,諦める
5,諦めぬ
5,ダメですよ
5,行きますよ
5,間違って
5,誤って
5,自信あり
5,こだわりの
5,狙い撃ち
5,山にない
5,速く切る
5,ドラ待ちで
5,押しすぎて
5,降りすぎて
5,変わらない
5,揺るがない
5,運ゲーの
5,運ゲーだ
5,実力の
5,下手すぎる
5,上手すぎる
5,高レート
5,低レート
5,健全な
5,VTuber
5,配信で
5,ツモれるか
5,聴牌料
5,アシストだ
5,バラバラの
5,最初から
5,最後まで
5,無理ゲーの
5,無理押しの
5,完成だ
5,最高の
5,最低の
5,忙しい
5,今だけは
5,今までは
5,これからは
5,プロ雀士
5,裏裏で
5,満たさない
5,裏期待
5,目無しかな
5,暴れたい
5,慎重な
5,うかつなる
5,最速の
5,手作りの
5,淡々と
5,顔に出る
5,三味線の
5,有効牌
5,進まない
5,ノーレート
5,1本場
5,0本場
5,3本場
5,こっそりと
5,堂々と
5,長考す
5,余らない
5,開局で
5,気にしない
5,メンタルが
5,強すぎる
5,弱すぎる
5,警戒し
5,大胆に
5,まだいける
5,工夫する
5,負けがこみ
5,まくられる
5,無念かな
5,トップ目が
5,横移動
5,親を蹴る
5,予想外
5,望まない
5,レアケース
5,がんばろう
5,訓練だ
5,チップあり
5,構わない
5,ワンチャンス
5,初心者で
5,初心者の
5,ポイントが
5,ポイントを
5,やめましょう
5,この局は
5,役がない
5,落ち着いて
5,オーラスに
5,大切だ
5,重要だ
5,励行だ
5,リーチ後は
5,流局だ
5,かっこいい
5,自爆する
5,なんのその
5,堅実だ
5,ロンの声
5,見込みなし
5,無情にも
5,上手ぶって
5,潔い
5,四対子
5,1000点を
5,2000点
5,3900を
5,5200を
5,8000を
5,ワンツーを
7,心の緩み
7,心の乱れ
7,打牌の乱れ
7,警戒しよう
7,ドラ切りしよう
7,ドラをかかえて
7,ドラを切ったら
7,切れないドラは
7,端牌のドラ
7,裏がモロノリ
7,反省しよう
7,牌譜検討
7,心の甘え
7,急ぐ心に
7,甘い慢心
7,みんなで打とう
7,山に隠れて
7,河をよく見て
7,河に4枚
7,待ちが複雑
7,強気で行こう
7,白を重ねて
7,牌を重ねて
7,受けに回って
7,どれも危ない
7,安牌残し
7,両面カンチャン
7,自動和了で
7,役満縛り
7,跳満縛り
7,倍満縛り
7,満貫縛り
7,両面変化
7,ドラを大事に
7,無理を承知で
7,リーチドラドラ
7,タンピン三色
7,振り込み避けて
7,聴牌取らず
7,聴牌取れず
7,形聴取って
7,遅い手牌を
7,速い手牌を
7,平常心で
7,ツモ条件で
7,裏をめくって
7,夜にかけよう
7,誘い合わせて
7,みんな楽しく
7,強打するのは
7,待ちが悪くて
7,待ちが良いのに
7,横移動して
7,指差し確認
7,下家に鳴かれ
7,下家に鳴かせ
7,牌を絞って
7,牌を絞られ
7,牌効率を
7,赤ドラ狙い
7,追いかけリーチ
7,追っかけられて
7,無筋切り込む
7,宣言牌は
7,当てにならない
7,筋で降りよう
7,共通安牌
7,壁を信じて
7,壁越し当たる
7,筋を信じて
7,筋に当たって
7,リーチ判断
7,待ちがわからぬ
7,広く受けよう
7,無限に広がる
7,一発で出る
7,一発で引く
7,シャンテン押しは
7,良い子のみんな
7,チーテン忘れ
7,ドラを切ったら
7,早めに切ろう
7,裏が乗ったよ
7,集めて速し
7,1着狙いで
7,2着狙いで
7,3着狙いで
7,和了諦め
7,絶対和了る
7,聴牌取ろう
7,リーチしようね
7,上家に当たる
7,下家に当たる
7,対面当たる
7,親を流して
7,2人に当たる
7,読みが外れて
7,読みが当たって
7,クリックミスし
7,条件満たす
7,跳満条件
7,満貫条件
7,倍満条件
7,役満条件
7,条件確認
7,待ちを確認
7,待ちを間違え
7,まったく引かず
7,カンチャンずっぽし
7,リーチ打ったら
7,焼鳥罰符
7,聴牌料は
7,出そうで出ない
7,自力でツモれ
7,我はカンせず
7,やる気がないよ
7,やる気を見せて
7,それはダメです
7,ルール確認
7,現物を打つ
7,裏をめくって
7,ドラを増やして
7,やはり私は
7,すばやく切ろう
7,引っ掛けリーチ
7,先制リーチ
7,待ちを替えたら
7,フリテンリーチ
7,ナンバーワンの
7,マナー違反だ
7,字牌雀頭
7,なかなか引かず
7,微妙な点差
7,危険な牌を
7,安牌切ろう
7,ツモ切りをする
7,親に放銃
7,ラスに放銃
7,とても冷静
7,ご安全にと
7,山読み外れ
7,一発で降る
7,枚数数え
7,役の構想
7,ド安め引いて
7,のみ手カンチャン
7,ダマテンに振る
7,2着争い
7,受けが狭いね
7,国士無双は
7,卓のトラブル
7,順番飛ばされ
7,牌を切ろうね
7,跳満上がられ
7,大きく叫ぶ
7,はっきり発声
7,天に任せる
7,安手でかわす
7,しっかり作ろう
7,打点重視で
7,ブチギレオタク
7,何でもリーチ
7,迷えばリーチ
7,とにかくリーチ
7,とても無情な
7,牌を引いたら
7,とても少ない
7,非常に多い
7,期待ができる
7,上手ぶり打ちの
7,とても困った
7,高手狙いの
7,ホンイツ狙い
7,リー棒奪われ
7,リー棒回収
7,責任払い
7,箱下飛びで
7,2000-4000
7,2000-3900の
7,1300-2600
7,1600-3200
7,400-700
7,1300オールだ
7,2000オールだ
7,2600オール
7,4000オール
7,6000オール
7,8000オール
7,50000点超え
7,30000点超え
7,7700
7,3900
